cid,qid,t_start,t_sqe_copy,t_doorbell,t_completion,t_end,t_poll_cycles,submit_ns,completion_ns,submit_preamble_ns,tracker_alloc_ns,addr_xlate_ns,cmd_construct_ns,fence_ns,doorbell_ns,cqe_detect_ns,tracker_lookup_ns,state_dealloc_ns
191,0,17125220444,17125308813,17125308933,17125313953,17125314188,724,44242,117,73,22374,21673,60,31,18,20,11,84
191,0,17125571376,17125572220,17125572340,17125574274,17125596856,412,481,11290,73,264,22,60,31,18,20,11,11257
191,0,17125601478,17125602322,17125602442,17125604382,17125604617,412,481,117,73,264,22,60,31,18,20,11,84
191,0,17125774921,17125776068,17125776188,17125781216,17125781451,724,633,117,73,264,174,60,31,18,20,11,84
191,0,17125836351,17125837498,17125837618,17125842643,17125842878,724,633,117,73,264,174,60,31,18,20,11,84
190,0,17134723302,17134724146,17134724266,17134728274,17134728509,3378,481,117,73,264,22,60,31,18,20,11,84
2991,1,19134908588,19134908956,19134908990,19134927292,19134927501,1738841465,200,104,73,61,0,65,0,0,20,11,71
3153,1,19134917189,19134917557,19134917591,19134930453,19134930662,1738844626,200,104,73,61,0,65,0,0,20,11,71
2983,1,19134826856,19134827224,19134827258,19134933617,19134933826,1738847790,200,104,73,61,0,65,0,0,20,11,71
2807,1,19134849730,19134850098,19134850132,19134936778,19134936987,1738850951,200,104,73,61,0,65,0,0,20,11,71
3540,1,19134913745,19134914113,19134914147,19134939936,19134940145,1738854109,200,104,73,61,0,65,0,0,20,11,71
3417,1,19134918903,19134919271,19134919305,19134943100,19134943309,1738857273,200,104,73,61,0,65,0,0,20,11,71
3174,1,19134866846,19134867214,19134867248,19134946264,19134946473,1738860437,200,104,73,61,0,65,0,0,20,11,71
3252,1,19134853168,19134853536,19134853570,19134949375,19134949584,1738863548,200,104,73,61,0,65,0,0,20,11,71
3502,1,19134922334,19134922702,19134922736,19134952353,19134952562,1738866526,200,104,73,61,0,65,0,0,20,11,71
3376,1,19134920622,19134920990,19134921024,19134955511,19134955720,1738869684,200,104,73,61,0,65,0,0,20,11,71
3164,1,19134868573,19134868941,19134868975,19134958616,19134958825,1738872789,200,104,73,61,0,65,0,0,20,11,71
3611,1,19134859987,19134860355,19134860389,19134961777,19134961986,1738875950,200,104,73,61,0,65,0,0,20,11,71
2793,1,19134875452,19134875820,19134875854,19134964941,19134965150,1738879114,200,104,73,61,0,65,0,0,20,11,71
3306,1,19134861701,19134862069,19134862103,19134968105,19134968314,1738882278,200,104,73,61,0,65,0,0,20,11,71
3646,1,19134884053,19134884421,19134884455,19134971216,19134971425,1738885389,200,104,73,61,0,65,0,0,20,11,71
3229,1,19134865134,19134865502,19134865536,19134974380,19134974589,1738888553,200,104,73,61,0,65,0,0,20,11,71
2999,1,19134889745,19134890113,19134890147,19134977544,19134977753,1738891717,200,104,73,61,0,65,0,0,20,11,71
3056,1,19134870292,19134870660,19134870694,19134980708,19134980917,1738894881,200,104,73,61,0,65,0,0,20,11,71
3412,1,19134893178,19134893546,19134893580,19134983872,19134984081,1738898045,200,104,73,61,0,65,0,0,20,11,71
3128,1,19134873735,19134874103,19134874137,19134987030,19134987239,1738901203,200,104,73,61,0,65,0,0,20,11,71
2862,1,19134903425,19134903793,19134903827,19134990194,19134990403,1738904367,200,104,73,61,0,65,0,0,20,11,71
3385,1,19134877184,19134877552,19134877586,19134993351,19134993560,1738907524,200,104,73,61,0,65,0,0,20,11,71
3287,1,19134906856,19134907224,19134907258,19134996525,19134996734,1738910698,200,104,73,61,0,65,0,0,20,11,71
3185,1,19134878898,19134879266,19134879300,19134999683,19134999892,1738913856,200,104,73,61,0,65,0,0,20,11,71
3015,1,19134915457,19134915825,19134915859,19135002847,19135003056,1738917020,200,104,73,61,0,65,0,0,20,11,71
3042,1,19134882341,19134882709,19134882743,19135006011,19135006220,1738920184,200,104,73,61,0,65,0,0,20,11,71
2969,1,19134888031,19134888399,19134888433,19135009168,19135009377,1738923341,200,104,73,61,0,65,0,0,20,11,71
3277,1,19134891464,19134891832,19134891866,19135023906,19135024115,1738937433,200,104,73,61,0,65,0,0,20,11,71
3731,1,19134894890,19134895258,19134895292,19135027057,19135027266,1738940584,200,104,73,61,0,65,0,0,20,11,71
2511,1,19134905149,19134905517,19134905551,19135034796,19135035005,1738944372,200,104,73,61,0,65,0,0,20,11,71
3557,1,19134910307,19134910675,19134910709,19135037960,19135038169,1738947536,200,104,73,61,0,65,0,0,20,11,71
3242,1,19134912026,19134912394,19134912428,19135050796,19135051005,1738951435,200,104,73,61,0,65,0,0,20,11,71
190,0,19135237844,19135238688,19135238808,19135240581,19135240816,409,481,117,73,264,22,60,31,18,20,11,84
190,0,19135245091,19135245935,19135246055,19135247828,19135248063,409,481,117,73,264,22,60,31,18,20,11,84
