cid,qid,t_start,t_sqe_copy,t_doorbell,t_completion,t_end,t_poll_cycles,submit_ns,completion_ns,submit_preamble_ns,tracker_alloc_ns,addr_xlate_ns,cmd_construct_ns,fence_ns,doorbell_ns,cqe_detect_ns,tracker_lookup_ns,state_dealloc_ns
191,0,13173455364,13173542672,13173542792,13173547812,13173548047,724,43711,117,73,21512,22004,60,31,18,20,11,84
191,0,13173794833,13173795677,13173795797,13173797731,13173820313,412,481,11290,73,264,22,60,31,18,20,11,11257
191,0,13173824935,13173825779,13173825899,13173827839,13173828074,412,481,117,73,264,22,60,31,18,20,11,84
191,0,13174000316,13174001463,13174001583,13174006611,13174006846,724,633,117,73,264,174,60,31,18,20,11,84
191,0,13174058792,13174059939,13174060059,13174065084,13174065319,724,633,117,73,264,174,60,31,18,20,11,84
190,0,13182935482,13182936326,13182936446,13182940454,13182940689,3378,481,117,73,264,22,60,31,18,20,11,84
116,1,15183109225,15183109593,15183109627,15183131275,15183131484,1643350946,200,104,73,61,0,65,0,0,20,11,71
359,1,15183112663,15183113031,15183113065,15183134383,15183134592,1643354054,200,104,73,61,0,65,0,0,20,11,71
255,1,15183094120,15183094488,15183094522,15183137547,15183137756,1643357218,200,104,73,61,0,65,0,0,20,11,71
64,1,15183076552,15183076920,15183076954,15183140711,15183140920,1643360382,200,104,73,61,0,65,0,0,20,11,71
317,1,15183114380,15183114748,15183114782,15183143819,15183144028,1643363490,200,104,73,61,0,65,0,0,20,11,71
319,1,15183117821,15183118189,15183118223,15183147009,15183147218,1643366680,200,104,73,61,0,65,0,0,20,11,71
256,1,15183097569,15183097937,15183097971,15183150173,15183150382,1643369844,200,104,73,61,0,65,0,0,20,11,71
115,1,15183078276,15183078644,15183078678,15183153331,15183153540,1643373002,200,104,73,61,0,65,0,0,20,11,71
187,1,15183121247,15183121615,15183121649,15183156439,15183156648,1643376110,200,104,73,61,0,65,0,0,20,11,71
236,1,15183099288,15183099656,15183099690,15183159603,15183159812,1643379274,200,104,73,61,0,65,0,0,20,11,71
467,1,15183092401,15183092769,15183092803,15183162764,15183162973,1643382435,200,104,73,61,0,65,0,0,20,11,71
292,1,15183110944,15183111312,15183111346,15183165928,15183166137,1643385599,200,104,73,61,0,65,0,0,20,11,71
3953,1,15183102714,15183103082,15183103116,15183169092,15183169301,1643388763,200,104,73,61,0,65,0,0,20,11,71
127,1,15183116107,15183116475,15183116509,15183172250,15183172459,1643391921,200,104,73,61,0,65,0,0,20,11,71
135,1,15183107506,15183107874,15183107908,15183175225,15183175434,1643394896,200,104,73,61,0,65,0,0,20,11,71
214,1,15183119535,15183119903,15183119937,15183178376,15183178585,1643398047,200,104,73,61,0,65,0,0,20,11,71
190,0,15183367077,15183367921,15183368041,15183369814,15183370049,409,481,117,73,264,22,60,31,18,20,11,84
190,0,15183374324,15183375168,15183375288,15183377061,15183377296,409,481,117,73,264,22,60,31,18,20,11,84
