cid,qid,t_start,t_sqe_copy,t_doorbell,t_completion,t_end,t_poll_cycles,submit_ns,completion_ns,submit_preamble_ns,tracker_alloc_ns,addr_xlate_ns,cmd_construct_ns,fence_ns,doorbell_ns,cqe_detect_ns,tracker_lookup_ns,state_dealloc_ns
191,0,21092928697,21093018249,21093018369,21093023389,21093023624,724,44833,117,73,22073,22565,60,31,18,20,11,84
191,0,21093266987,21093267831,21093267951,21093269885,21093292467,412,481,11290,73,264,22,60,31,18,20,11,11257
191,0,21093297089,21093297933,21093298053,21093299993,21093300228,412,481,117,73,264,22,60,31,18,20,11,84
191,0,21093470454,21093471601,21093471721,21093476749,21093476984,724,633,117,73,264,174,60,31,18,20,11,84
191,0,21093527806,21093528953,21093529073,21093534098,21093534333,724,633,117,73,264,174,60,31,18,20,11,84
190,0,21102430741,21102431585,21102431705,21102435713,21102435948,3378,481,117,73,264,22,60,31,18,20,11,84
1216,1,23102270740,23102271108,23102271142,23102611383,23102611592,1777856016,200,104,73,61,0,65,0,0,20,11,71
1261,1,23102545905,23102546273,23102546307,23102614491,23102614700,1777859124,200,104,73,61,0,65,0,0,20,11,71
323,1,23102551155,23102551523,23102551557,23102617602,23102617811,1777862235,200,104,73,61,0,65,0,0,20,11,71
1086,1,23102598219,23102598587,23102598621,23102620713,23102620922,1777865346,200,104,73,61,0,65,0,0,20,11,71
1941,1,23102274173,23102274541,23102274575,23102623877,23102624086,1777868510,200,104,73,61,0,65,0,0,20,11,71
1144,1,23102562453,23102562821,23102562855,23102627041,23102627250,1777871674,200,104,73,61,0,65,0,0,20,11,71
1619,1,23102558019,23102558387,23102558421,23102630205,23102630414,1777874838,200,104,73,61,0,65,0,0,20,11,71
592,1,23102601655,23102602023,23102602057,23102633369,23102633578,1777878002,200,104,73,61,0,65,0,0,20,11,71
378,1,23102279320,23102279688,23102279722,23102636573,23102636782,1777881206,200,104,73,61,0,65,0,0,20,11,71
1071,1,23102581049,23102581417,23102581451,23102639737,23102639946,1777884370,200,104,73,61,0,65,0,0,20,11,71
1561,1,23102565886,23102566254,23102566288,23102642898,23102643107,1777887531,200,104,73,61,0,65,0,0,20,11,71
1510,1,23102281034,23102281402,23102281436,23102646062,23102646271,1777890695,200,104,73,61,0,65,0,0,20,11,71
1308,1,23102584487,23102584855,23102584889,23102649295,23102649504,1777893928,200,104,73,61,0,65,0,0,20,11,71
1570,1,23102582768,23102583136,23102583170,23102652459,23102652668,1777897092,200,104,73,61,0,65,0,0,20,11,71
926,1,23102286179,23102286547,23102286581,23102655660,23102655869,1777900293,200,104,73,61,0,65,0,0,20,11,71
70,1,23102586206,23102586574,23102586608,23102658824,23102659033,1777903457,200,104,73,61,0,65,0,0,20,11,71
1156,1,23102589639,23102590007,23102590041,23102661988,23102662197,1777906621,200,104,73,61,0,65,0,0,20,11,71
1772,1,23102300691,23102301059,23102301093,23102665181,23102665390,1777909814,200,104,73,61,0,65,0,0,20,11,71
989,1,23102591358,23102591726,23102591760,23102668345,23102668554,1777912978,200,104,73,61,0,65,0,0,20,11,71
1821,1,23102594791,23102595159,23102595193,23102671509,23102671718,1777916142,200,104,73,61,0,65,0,0,20,11,71
3762,1,23102309291,23102309659,23102309693,23102674673,23102674882,1777919306,200,104,73,61,0,65,0,0,20,11,71
13,1,23102593077,23102593445,23102593479,23102677877,23102678086,1777922510,200,104,73,61,0,65,0,0,20,11,71
2603,1,23102321299,23102321667,23102321701,23102681081,23102681290,1777925714,200,104,73,61,0,65,0,0,20,11,71
859,1,23102596505,23102596873,23102596907,23102684245,23102684454,1777928878,200,104,73,61,0,65,0,0,20,11,71
1058,1,23102323018,23102323386,23102323420,23102687409,23102687618,1777932042,200,104,73,61,0,65,0,0,20,11,71
653,1,23102599943,23102600311,23102600345,23102690602,23102690811,1777935235,200,104,73,61,0,65,0,0,20,11,71
3521,1,23102326451,23102326819,23102326853,23102693766,23102693975,1777938399,200,104,73,61,0,65,0,0,20,11,71
79,1,23102329877,23102330245,23102330279,23102696930,23102697139,1777941563,200,104,73,61,0,65,0,0,20,11,71
3108,1,23102336756,23102337124,23102337158,23102700134,23102700343,1777944767,200,104,73,61,0,65,0,0,20,11,71
934,1,23102338468,23102338836,23102338870,23102703298,23102703507,1777947931,200,104,73,61,0,65,0,0,20,11,71
1182,1,23102340200,23102340568,23102340602,23102706455,23102706664,1777951088,200,104,73,61,0,65,0,0,20,11,71
2356,1,23102347074,23102347442,23102347476,23102716757,23102716966,1777960744,200,104,73,61,0,65,0,0,20,11,71
3721,1,23102362918,23102363286,23102363320,23102719946,23102720155,1777963933,200,104,73,61,0,65,0,0,20,11,71
2238,1,23102369452,23102369820,23102369854,23102730961,23102731170,1777967702,200,104,73,61,0,65,0,0,20,11,71
604,1,23102371171,23102371539,23102371573,23102734158,23102734367,1777970899,200,104,73,61,0,65,0,0,20,11,71
522,1,23102374599,23102374967,23102375001,23102746996,23102747205,1777974805,200,104,73,61,0,65,0,0,20,11,71
1697,1,23102386283,23102386651,23102386685,23102749964,23102750173,1777977773,200,104,73,61,0,65,0,0,20,11,71
1369,1,23102388015,23102388383,23102388417,23102762807,23102763016,1777981679,200,104,73,61,0,65,0,0,20,11,71
1288,1,23102389729,23102390097,23102390131,23102765964,23102766173,1777984836,200,104,73,61,0,65,0,0,20,11,71
3402,1,23102393165,23102393533,23102393567,23102778807,23102779016,1777988742,200,104,73,61,0,65,0,0,20,11,71
579,1,23102410291,23102410659,23102410693,23102781974,23102782183,1777991909,200,104,73,61,0,65,0,0,20,11,71
1036,1,23102430373,23102430741,23102430775,23102794884,23102795093,1777995887,200,104,73,61,0,65,0,0,20,11,71
