cid,qid,t_start,t_sqe_copy,t_doorbell,t_completion,t_end,t_poll_cycles,submit_ns,completion_ns,submit_preamble_ns,tracker_alloc_ns,addr_xlate_ns,cmd_construct_ns,fence_ns,doorbell_ns,cqe_detect_ns,tracker_lookup_ns,state_dealloc_ns
191,0,25060680406,25060758876,25060758996,25060764016,25060764251,724,39293,117,73,18725,20373,60,31,18,20,11,84
191,0,25061006227,25061007071,25061007191,25061009125,25061031707,412,481,11290,73,264,22,60,31,18,20,11,11257
191,0,25061036329,25061037173,25061037293,25061039233,25061039468,412,481,117,73,264,22,60,31,18,20,11,84
191,0,25061226987,25061228134,25061228254,25061233282,25061233517,724,633,117,73,264,174,60,31,18,20,11,84
191,0,25061290384,25061291531,25061291651,25061296676,25061296911,724,633,117,73,264,174,60,31,18,20,11,84
190,0,25068948476,25068949320,25068949440,25068953448,25068953683,3378,481,117,73,264,22,60,31,18,20,11,84
3076,1,27069061287,27069061655,27069061689,27069152369,27069152578,1789779897,200,104,73,61,0,65,0,0,20,11,71
3521,1,27068921511,27068921879,27068921913,27069155530,27069155739,1789783058,200,104,73,61,0,65,0,0,20,11,71
3927,1,27068531585,27068531953,27068531987,27069158641,27069158850,1789786169,200,104,73,61,0,65,0,0,20,11,71
1706,1,27068972102,27068972470,27068972504,27069161805,27069162014,1789789333,200,104,73,61,0,65,0,0,20,11,71
1787,1,27069081758,27069082126,27069082160,27069164969,27069165178,1789792497,200,104,73,61,0,65,0,0,20,11,71
1145,1,27068928393,27068928761,27068928795,27069168127,27069168336,1789795655,200,104,73,61,0,65,0,0,20,11,71
359,1,27068535026,27068535394,27068535428,27069171291,27069171500,1789798819,200,104,73,61,0,65,0,0,20,11,71
1257,1,27068975535,27068975903,27068975937,27069174455,27069174664,1789801983,200,104,73,61,0,65,0,0,20,11,71
155,1,27069085201,27069085569,27069085603,27069177619,27069177828,1789805147,200,104,73,61,0,65,0,0,20,11,71
2083,1,27068930112,27068930480,27068930514,27069180730,27069180939,1789808258,200,104,73,61,0,65,0,0,20,11,71
131,1,27068536745,27068537113,27068537147,27069183891,27069184100,1789811419,200,104,73,61,0,65,0,0,20,11,71
414,1,27068982406,27068982774,27068982808,27069187002,27069187211,1789814530,200,104,73,61,0,65,0,0,20,11,71
2902,1,27069086920,27069087288,27069087322,27069190160,27069190369,1789817688,200,104,73,61,0,65,0,0,20,11,71
289,1,27068933561,27068933929,27068933963,27069193324,27069193533,1789820852,200,104,73,61,0,65,0,0,20,11,71
3387,1,27068538464,27068538832,27068538866,27069196488,27069196697,1789824016,200,104,73,61,0,65,0,0,20,11,71
1174,1,27068996148,27068996516,27068996550,27069199652,27069199861,1789827180,200,104,73,61,0,65,0,0,20,11,71
1543,1,27069093801,27069094169,27069094203,27069202816,27069203025,1789830344,200,104,73,61,0,65,0,0,20,11,71
3789,1,27068936999,27068937367,27068937401,27069205980,27069206189,1789833508,200,104,73,61,0,65,0,0,20,11,71
1788,1,27068567354,27068567722,27068567756,27069209173,27069209382,1789836701,200,104,73,61,0,65,0,0,20,11,71
481,1,27068997862,27068998230,27068998264,27069212337,27069212546,1789839865,200,104,73,61,0,65,0,0,20,11,71
62,1,27069112710,27069113078,27069113112,27069215501,27069215710,1789843029,200,104,73,61,0,65,0,0,20,11,71
974,1,27068940430,27068940798,27068940832,27069218659,27069218868,1789846187,200,104,73,61,0,65,0,0,20,11,71
1591,1,27068570782,27068571150,27068571184,27069221823,27069222032,1789849351,200,104,73,61,0,65,0,0,20,11,71
1722,1,27069018329,27069018697,27069018731,27069224987,27069225196,1789852515,200,104,73,61,0,65,0,0,20,11,71
2524,1,27069116143,27069116511,27069116545,27069228151,27069228360,1789855679,200,104,73,61,0,65,0,0,20,11,71
3128,1,27068954922,27068955290,27068955324,27069231315,27069231524,1789858843,200,104,73,61,0,65,0,0,20,11,71
566,1,27068596537,27068596905,27068596939,27069234479,27069234688,1789862007,200,104,73,61,0,65,0,0,20,11,71
1309,1,27069021767,27069022135,27069022169,27069237683,27069237892,1789865211,200,104,73,61,0,65,0,0,20,11,71
3598,1,27069129886,27069130254,27069130288,27069240841,27069241050,1789868369,200,104,73,61,0,65,0,0,20,11,71
3255,1,27068956641,27068957009,27068957043,27069244045,27069244254,1789871573,200,104,73,61,0,65,0,0,20,11,71
2078,1,27068613708,27068614076,27068614110,27069247209,27069247418,1789874737,200,104,73,61,0,65,0,0,20,11,71
1397,1,27069025195,27069025563,27069025597,27069250402,27069250611,1789877930,200,104,73,61,0,65,0,0,20,11,71
3625,1,27069133325,27069133693,27069133727,27069253566,27069253775,1789881094,200,104,73,61,0,65,0,0,20,11,71
1757,1,27068960074,27068960442,27068960476,27069256730,27069256939,1789884258,200,104,73,61,0,65,0,0,20,11,71
81,1,27068620572,27068620940,27068620974,27069259888,27069260097,1789887416,200,104,73,61,0,65,0,0,20,11,71
2130,1,27069032081,27069032449,27069032483,27069263081,27069263290,1789890609,200,104,73,61,0,65,0,0,20,11,71
2879,1,27069136763,27069137131,27069137165,27069266245,27069266454,1789893773,200,104,73,61,0,65,0,0,20,11,71
879,1,27068977249,27068977617,27068977651,27069269478,27069269687,1789897006,200,104,73,61,0,65,0,0,20,11,71
3237,1,27068640221,27068640589,27068640623,27069272642,27069272851,1789900170,200,104,73,61,0,65,0,0,20,11,71
2601,1,27069040676,27069041044,27069041078,27069275806,27069276015,1789903334,200,104,73,61,0,65,0,0,20,11,71
