cid,qid,t_start,t_sqe_copy,t_doorbell,t_completion,t_end,t_poll_cycles,submit_ns,completion_ns,submit_preamble_ns,tracker_alloc_ns,addr_xlate_ns,cmd_construct_ns,fence_ns,doorbell_ns,cqe_detect_ns,tracker_lookup_ns,state_dealloc_ns
191,0,13109471376,13109558665,13109558785,13109563801,13109564028,724,43702,113,73,21509,22001,56,31,18,20,11,80
191,0,13109803403,13109804226,13109804346,13109806278,13109828852,412,471,11286,73,261,19,56,31,18,20,11,11253
191,0,13109833474,13109834297,13109834417,13109836355,13109836582,412,471,113,73,261,19,56,31,18,20,11,80
191,0,13110004557,13110005683,13110005803,13110010827,13110011054,724,622,113,73,261,170,56,31,18,20,11,80
191,0,13110063000,13110064126,13110064246,13110069267,13110069494,724,622,113,73,261,170,56,31,18,20,11,80
190,0,13118942729,13118943552,13118943672,13118947672,13118947899,3349,471,113,73,261,19,56,31,18,20,11,80
3960,1,15119089936,15119090713,15119100684,15119126962,15119127185,46603,5373,111,73,60,196,56,0,0,20,11,78
3967,1,15119074930,15119075707,15119076791,15119130155,15119130378,66239,930,111,73,60,196,56,0,0,20,11,78
3955,1,15119109553,15119110330,15119124615,15119133298,15119133521,29762,7530,111,73,60,196,56,0,0,20,11,78
3956,1,15119092082,15119092859,15119100684,15119136494,15119136717,56135,4300,111,73,60,196,56,0,0,20,11,78
3962,1,15119096411,15119097188,15119100684,15119139690,15119139913,59331,2136,111,73,60,196,56,0,0,20,11,78
3959,1,15119094248,15119095025,15119100684,15119142833,15119143056,62474,3217,111,73,60,196,56,0,0,20,11,78
3958,1,15119098562,15119099339,15119100684,15119145970,15119146193,65611,1060,111,73,60,196,56,0,0,20,11,78
3951,1,15119105224,15119106001,15119124615,15119149166,15119149389,45630,9695,111,73,60,196,56,0,0,20,11,78
3965,1,15119103073,15119103850,15119124615,15119152362,15119152585,48826,10770,111,73,60,196,56,0,0,20,11,78
3963,1,15119107390,15119108167,15119124615,15119155366,15119155589,51830,8612,111,73,60,196,56,0,0,20,11,78
3964,1,15119113857,15119114634,15119124615,15119158562,15119158785,55026,5378,111,73,60,196,56,0,0,20,11,78
3953,1,15119111706,15119112483,15119124615,15119161752,15119161975,58216,6454,111,73,60,196,56,0,0,20,11,78
3957,1,15119116016,15119116793,15119124615,15119164945,15119165168,61409,4299,111,73,60,196,56,0,0,20,11,78
3966,1,15119118175,15119118952,15119124615,15119168138,15119168361,64602,3219,111,73,60,196,56,0,0,20,11,78
3954,1,15119120334,15119121111,15119124615,15119171327,15119171550,67791,2140,111,73,60,196,56,0,0,20,11,78
3961,1,15119122493,15119123270,15119124615,15119174552,15119174779,71016,1060,113,73,60,196,56,0,0,20,11,80
190,0,15119359886,15119360709,15119360829,15119362600,15119362827,409,471,113,73,261,19,56,31,18,20,11,80
190,0,15119367096,15119367919,15119368039,15119369810,15119370037,409,471,113,73,261,19,56,31,18,20,11,80
