cid,qid,t_start,t_sqe_copy,t_doorbell,t_completion,t_end,t_poll_cycles,submit_ns,completion_ns,submit_preamble_ns,tracker_alloc_ns,addr_xlate_ns,cmd_construct_ns,fence_ns,doorbell_ns,cqe_detect_ns,tracker_lookup_ns,state_dealloc_ns
191,0,17061231373,17061307644,17061307764,17061312780,17061313007,724,38193,113,73,18755,19247,56,31,18,20,11,80
191,0,17061560892,17061561715,17061561835,17061563767,17061586341,412,471,11286,73,261,19,56,31,18,20,11,11253
191,0,17061590963,17061591786,17061591906,17061593844,17061594071,412,471,113,73,261,19,56,31,18,20,11,80
191,0,17061782587,17061783713,17061783833,17061788857,17061789084,724,622,113,73,261,170,56,31,18,20,11,80
191,0,17061847150,17061848276,17061848396,17061853417,17061853644,724,622,113,73,261,170,56,31,18,20,11,80
190,0,17069495533,17069496356,17069496476,17069500476,17069500703,3349,471,113,73,261,19,56,31,18,20,11,80
3951,1,19069613723,19069614500,19069662808,19069713693,19069713916,111780,24541,111,73,60,196,56,0,0,20,11,78
3940,1,19069641785,19069642562,19069662808,19069716880,19069717103,114967,10510,111,73,60,196,56,0,0,20,11,78
3936,1,19069656882,19069657659,19069662808,19069720076,19069720299,118163,2962,111,73,60,196,56,0,0,20,11,78
3949,1,19069677859,19069678636,19069710914,19069723266,19069723489,51427,16526,111,73,60,196,56,0,0,20,11,78
3948,1,19069624516,19069625293,19069662808,19069726409,19069726632,124496,19145,111,73,60,196,56,0,0,20,11,78
3967,1,19069646101,19069646878,19069662808,19069729605,19069729828,127692,8353,111,73,60,196,56,0,0,20,11,78
3964,1,19069659033,19069659810,19069662808,19069732801,19069733024,130888,1887,111,73,60,196,56,0,0,20,11,78
3955,1,19069692985,19069693762,19069710914,19069735997,19069736220,64158,8964,111,73,60,196,56,0,0,20,11,78
3942,1,19069630990,19069631767,19069662808,19069739007,19069739230,137094,15908,111,73,60,196,56,0,0,20,11,78
3963,1,19069675703,19069676480,19069710914,19069742200,19069742423,70361,17604,111,73,60,196,56,0,0,20,11,78
3953,1,19069665710,19069666487,19069667049,19069745343,19069745566,77055,669,111,73,60,196,56,0,0,20,11,78
3956,1,19069708096,19069708873,19069710914,19069748539,19069748766,76700,1408,113,73,60,196,56,0,0,20,11,80
3943,1,19069635306,19069636083,19069662808,19069751739,19069751962,149826,13750,111,73,60,196,56,0,0,20,11,78
3958,1,19069695143,19069695920,19069710914,19069754935,19069755158,83096,7885,111,73,60,196,56,0,0,20,11,78
3962,1,19069680028,19069680805,19069710914,19069758131,19069758354,86292,15442,111,73,60,196,56,0,0,20,11,78
3946,1,19069639627,19069640404,19069662808,19069761327,19069761550,159414,11589,111,73,60,196,56,0,0,20,11,78
3935,1,19069703774,19069704551,19069710914,19069764523,19069764746,92684,3569,111,73,60,196,56,0,0,20,11,78
3965,1,19069682199,19069682976,19069710914,19069767719,19069767942,95880,14356,111,73,60,196,56,0,0,20,11,78
3939,1,19069643943,19069644720,19069662808,19069770859,19069771082,168946,9432,111,73,60,196,56,0,0,20,11,78
3950,1,19069705950,19069706727,19069710914,19069774052,19069774279,102213,2481,113,73,60,196,56,0,0,20,11,80
3937,1,19069684357,19069685134,19069710914,19069777252,19069777475,105413,13277,111,73,60,196,56,0,0,20,11,78
3941,1,19069650412,19069651189,19069662808,19069780448,19069780671,178535,6197,111,73,60,196,56,0,0,20,11,78
3945,1,19069690827,19069691604,19069710914,19069783644,19069783867,111805,10042,111,73,60,196,56,0,0,20,11,78
3952,1,19069652565,19069653342,19069662808,19069786834,19069787057,184921,5121,111,73,60,196,56,0,0,20,11,78
3959,1,19069697301,19069698078,19069710914,19069790027,19069790250,118188,6806,111,73,60,196,56,0,0,20,11,78
3947,1,19069654716,19069655493,19069662808,19069793220,19069793443,191307,4045,111,73,60,196,56,0,0,20,11,78
3960,1,19069699459,19069700236,19069710914,19069796416,19069796639,124577,5727,111,73,60,196,56,0,0,20,11,78
3938,1,19069671374,19069672151,19069710914,19069799638,19069799861,127799,19769,111,73,60,196,56,0,0,20,11,78
3966,1,19069701610,19069702387,19069710914,19069802834,19069803061,130995,4651,113,73,60,196,56,0,0,20,11,80
3961,1,19069673545,19069674322,19069710914,19069806034,19069806257,134195,18683,111,73,60,196,56,0,0,20,11,78
3954,1,19069686498,19069687275,19069710914,19069809227,19069809450,137388,12207,111,73,60,196,56,0,0,20,11,78
3957,1,19069688674,19069689451,19069710914,19069812410,19069812637,140571,11119,113,73,60,196,56,0,0,20,11,80
190,0,19070009414,19070010237,19070010357,19070012128,19070012355,409,471,113,73,261,19,56,31,18,20,11,80
190,0,19070016624,19070017447,19070017567,19070019338,19070019565,409,471,113,73,261,19,56,31,18,20,11,80
