cid,qid,t_start,t_sqe_copy,t_doorbell,t_completion,t_end,t_poll_cycles,submit_ns,completion_ns,submit_preamble_ns,tracker_alloc_ns,addr_xlate_ns,cmd_construct_ns,fence_ns,doorbell_ns,cqe_detect_ns,tracker_lookup_ns,state_dealloc_ns
191,0,24980703813,24980789061,24980789181,24980794197,24980794424,724,42681,113,73,20999,21491,56,31,18,20,11,80
191,0,24981027344,24981028167,24981028287,24981030219,24981052793,412,471,11286,73,261,19,56,31,18,20,11,11253
191,0,24981057415,24981058238,24981058358,24981060296,24981060523,412,471,113,73,261,19,56,31,18,20,11,80
191,0,24981239305,24981240431,24981240551,24981245575,24981245802,724,622,113,73,261,170,56,31,18,20,11,80
191,0,24981300755,24981301881,24981302001,24981307022,24981307249,724,622,113,73,261,170,56,31,18,20,11,80
190,0,24990174570,24990175393,24990175513,24990179513,24990179740,3349,471,113,73,261,19,56,31,18,20,11,80
3894,1,26990115514,26990116291,26990127293,26990448490,26990448713,588412,5889,111,73,60,196,56,0,0,20,11,78
3893,1,26990158590,26990159367,26990442638,26990472540,26990472763,296868,142016,111,73,60,196,56,0,0,20,11,78
3938,1,26990162906,26990163683,26990442638,26990475736,26990475959,300064,139859,111,73,60,196,56,0,0,20,11,78
3963,1,26990165064,26990165841,26990442638,26990478926,26990479149,303254,138780,111,73,60,196,56,0,0,20,11,78
3915,1,26990167222,26990167999,26990442638,26990482069,26990482292,306397,137701,111,73,60,196,56,0,0,20,11,78
3921,1,26990160748,26990161525,26990442638,26990485265,26990485488,309593,140937,111,73,60,196,56,0,0,20,11,78
3961,1,26990169375,26990170152,26990442638,26990488461,26990488684,312789,136624,111,73,60,196,56,0,0,20,11,78
3849,1,26990173681,26990174458,26990442638,26990491657,26990491880,315985,134471,111,73,60,196,56,0,0,20,11,78
3856,1,26990182313,26990183090,26990442638,26990494882,26990495105,319210,130155,111,73,60,196,56,0,0,20,11,78
3962,1,26990171528,26990172305,26990442638,26990498078,26990498301,322406,135548,111,73,60,196,56,0,0,20,11,78
3865,1,26990180155,26990180932,26990442638,26990501274,26990501497,325602,131234,111,73,60,196,56,0,0,20,11,78
3845,1,26990175839,26990176616,26990442638,26990504470,26990504693,328798,133392,111,73,60,196,56,0,0,20,11,78
3879,1,26990186629,26990187406,26990442638,26990507666,26990507889,331994,127998,111,73,60,196,56,0,0,20,11,78
3895,1,26990177997,26990178774,26990442638,26990510862,26990511085,335190,132313,111,73,60,196,56,0,0,20,11,78
3948,1,26990184471,26990185248,26990442638,26990514058,26990514281,338386,129077,111,73,60,196,56,0,0,20,11,78
3888,1,26990195251,26990196028,26990442638,26990517254,26990517477,341582,123687,111,73,60,196,56,0,0,20,11,78
3926,1,26990188782,26990189559,26990442638,26990520450,26990520673,344778,126921,111,73,60,196,56,0,0,20,11,78
3965,1,26990193098,26990193875,26990442638,26990523640,26990523863,347968,124763,111,73,60,196,56,0,0,20,11,78
3905,1,26990190940,26990191717,26990442638,26990526836,26990527059,351164,125842,111,73,60,196,56,0,0,20,11,78
3863,1,26990206041,26990206818,26990442638,26990530032,26990530255,354360,118292,111,73,60,196,56,0,0,20,11,78
3850,1,26990197409,26990198186,26990442638,26990533228,26990533451,357556,122608,111,73,60,196,56,0,0,20,11,78
3855,1,26990203883,26990204660,26990442638,26990536424,26990536647,360752,119371,111,73,60,196,56,0,0,20,11,78
3953,1,26990201725,26990202502,26990442638,26990539567,26990539790,363895,120450,111,73,60,196,56,0,0,20,11,78
3854,1,26990208199,26990208976,26990442638,26990542763,26990542986,367091,117213,111,73,60,196,56,0,0,20,11,78
3868,1,26990199567,26990200344,26990442638,26990545959,26990546182,370287,121529,111,73,60,196,56,0,0,20,11,78
3871,1,26990212505,26990213282,26990442638,26990549155,26990549378,373483,115060,111,73,60,196,56,0,0,20,11,78
3907,1,26990218979,26990219756,26990442638,26990552338,26990552561,376666,111823,111,73,60,196,56,0,0,20,11,78
3897,1,26990210352,26990211129,26990442638,26990555534,26990555757,379862,116137,111,73,60,196,56,0,0,20,11,78
3840,1,26990231917,26990232694,26990442638,26990558730,26990558953,383058,105355,111,73,60,196,56,0,0,20,11,78
3964,1,26990214663,26990215440,26990442638,26990561926,26990562149,386254,113981,111,73,60,196,56,0,0,20,11,78
3950,1,26990229764,26990230541,26990442638,26990565122,26990565345,389450,106431,111,73,60,196,56,0,0,20,11,78
3883,1,26990225453,26990226230,26990442638,26990568318,26990568541,392646,108587,111,73,60,196,56,0,0,20,11,78
