cid,qid,t_start,t_sqe_copy,t_doorbell,t_completion,t_end,t_poll_cycles,submit_ns,completion_ns,submit_preamble_ns,tracker_alloc_ns,addr_xlate_ns,cmd_construct_ns,fence_ns,doorbell_ns,cqe_detect_ns,tracker_lookup_ns,state_dealloc_ns
191,0,24980691309,24980782868,24980782988,24980788004,24980788231,724,45837,113,73,22582,23064,56,31,18,20,11,80
191,0,24981035422,24981036245,24981036365,24981038297,24981060871,412,471,11286,73,261,19,56,31,18,20,11,11253
191,0,24981065493,24981066316,24981066436,24981068374,24981068601,412,471,113,73,261,19,56,31,18,20,11,80
191,0,24981238167,24981239293,24981239413,24981244437,24981244664,724,622,113,73,261,170,56,31,18,20,11,80
191,0,24981295523,24981296649,24981296769,24981301790,24981302017,724,622,113,73,261,170,56,31,18,20,11,80
190,0,24990203775,24990204598,24990204718,24990208718,24990208945,3349,471,113,73,261,19,56,31,18,20,11,80
3899,1,26990162658,26990163435,26990206876,26990507010,26990507233,568007,22107,111,73,60,196,56,0,0,20,11,78
3947,1,26990221210,26990221987,26990222549,26990510203,26990510426,285670,669,111,73,60,196,56,0,0,20,11,78
3896,1,26990166980,26990167757,26990206876,26990513346,26990513569,574343,19947,111,73,60,196,56,0,0,20,11,78
3885,1,26990182077,26990182854,26990206876,26990516489,26990516712,577486,12398,111,73,60,196,56,0,0,20,11,78
3917,1,26990184233,26990185010,26990206876,26990519707,26990519930,580704,11320,111,73,60,196,56,0,0,20,11,78
3951,1,26990190696,26990191473,26990206876,26990524741,26990524964,585107,8089,111,73,60,196,56,0,0,20,11,78
3857,1,26990235303,26990236080,26990501210,26990529678,26990529901,292072,132946,111,73,60,196,56,0,0,20,11,78
3853,1,26990237467,26990238244,26990501210,26990532874,26990533097,295268,131864,111,73,60,196,56,0,0,20,11,78
3908,1,26990250393,26990251170,26990501210,26990536070,26990536293,298464,125402,111,73,60,196,56,0,0,20,11,78
3842,1,26990195012,26990195789,26990206876,26990539266,26990539489,598430,5931,111,73,60,196,56,0,0,20,11,78
3872,1,26990248244,26990249021,26990501210,26990542462,26990542685,304856,126476,111,73,60,196,56,0,0,20,11,78
3882,1,26990239618,26990240395,26990501210,26990545658,26990545881,308052,130789,111,73,60,196,56,0,0,20,11,78
3884,1,26990252562,26990253339,26990501210,26990548854,26990549077,311248,124317,111,73,60,196,56,0,0,20,11,78
3846,1,26990212730,26990213507,26990216316,26990552050,26990552273,333424,1792,111,73,60,196,56,0,0,20,11,78
3938,1,26990254718,26990255495,26990501210,26990555246,26990555469,317640,123239,111,73,60,196,56,0,0,20,11,78
3964,1,26990243919,26990244696,26990501210,26990558442,26990558665,320836,128639,111,73,60,196,56,0,0,20,11,78
3883,1,26990256874,26990257651,26990501210,26990561638,26990561861,324032,122161,111,73,60,196,56,0,0,20,11,78
3898,1,26990227433,26990228210,26990228770,26990564874,26990565097,333023,668,111,73,60,196,56,0,0,20,11,78
3858,1,26990259030,26990259807,26990501210,26990568070,26990568293,330464,121083,111,73,60,196,56,0,0,20,11,78
3867,1,26990246088,26990246865,26990501210,26990571266,26990571489,333660,127554,111,73,60,196,56,0,0,20,11,78
3892,1,26990261181,26990261958,26990501210,26990574462,26990574685,336856,120008,111,73,60,196,56,0,0,20,11,78
3966,1,26990241762,26990242539,26990501210,26990577605,26990577828,339999,129717,111,73,60,196,56,0,0,20,11,78
3901,1,26990271946,26990272723,26990501210,26990580801,26990581024,343195,114626,111,73,60,196,56,0,0,20,11,78
3916,1,26990269790,26990270567,26990501210,26990583997,26990584220,346391,115704,111,73,60,196,56,0,0,20,11,78
3900,1,26990263332,26990264109,26990501210,26990587193,26990587416,349587,118933,111,73,60,196,56,0,0,20,11,78
3959,1,26990280560,26990281337,26990501210,26990590389,26990590612,352783,110319,111,73,60,196,56,0,0,20,11,78
3961,1,26990291330,26990292107,26990501210,26990593585,26990593808,355979,104934,111,73,60,196,56,0,0,20,11,78
3869,1,26990274097,26990274874,26990501210,26990596781,26990597004,359175,113550,111,73,60,196,56,0,0,20,11,78
3873,1,26990265483,26990266260,26990501210,26990599977,26990600200,362371,117857,111,73,60,196,56,0,0,20,11,78
3954,1,26990293486,26990294263,26990501210,26990603173,26990603396,365567,103856,111,73,60,196,56,0,0,20,11,78
3843,1,26990299954,26990300731,26990501210,26990606369,26990606592,368763,100622,111,73,60,196,56,0,0,20,11,78
3940,1,26990276253,26990277030,26990501210,26990609565,26990609788,371959,112472,111,73,60,196,56,0,0,20,11,78
3863,1,26990267634,26990268411,26990501210,26990612761,26990612984,375155,116782,111,73,60,196,56,0,0,20,11,78
3923,1,26990295642,26990296419,26990501210,26990615957,26990616180,378351,102778,111,73,60,196,56,0,0,20,11,78
3914,1,26990312890,26990313667,26990501210,26990619193,26990619416,381587,94155,111,73,60,196,56,0,0,20,11,78
3889,1,26990278409,26990279186,26990501210,26990622389,26990622612,384783,111394,111,73,60,196,56,0,0,20,11,78
3905,1,26990282711,26990283488,26990501210,26990625654,26990625877,388048,109244,111,73,60,196,56,0,0,20,11,78
3887,1,26990297798,26990298575,26990501210,26990628850,26990629073,391244,101700,111,73,60,196,56,0,0,20,11,78
3890,1,26990317202,26990317979,26990501210,26990631860,26990632083,394254,91999,111,73,60,196,56,0,0,20,11,78
3909,1,26990284862,26990285639,26990501210,26990635050,26990635273,397444,108168,111,73,60,196,56,0,0,20,11,78
3934,1,26990289169,26990289946,26990501210,26990638246,26990638469,400640,106015,111,73,60,196,56,0,0,20,11,78
3950,1,26990306422,26990307199,26990501210,26990641442,26990641665,403836,97389,111,73,60,196,56,0,0,20,11,78
3847,1,26990319358,26990320135,26990501210,26990644638,26990644861,407032,90921,111,73,60,196,56,0,0,20,11,78
3876,1,26990287013,26990287790,26990501210,26990647863,26990648086,410257,107093,111,73,60,196,56,0,0,20,11,78
3924,1,26990304266,26990305043,26990501210,26990651059,26990651282,413453,98467,111,73,60,196,56,0,0,20,11,78
3865,1,26990323665,26990324442,26990501210,26990654255,26990654478,416649,88768,111,73,60,196,56,0,0,20,11,78
3902,1,26990327982,26990328759,26990501210,26990657448,26990657671,419842,86609,111,73,60,196,56,0,0,20,11,78
3943,1,26990302105,26990302882,26990501210,26990660644,26990660867,423038,99547,111,73,60,196,56,0,0,20,11,78
3942,1,26990310734,26990311511,26990501210,26990663880,26990664103,426274,95233,111,73,60,196,56,0,0,20,11,78
3949,1,26990353849,26990354626,26990501210,26990667076,26990667299,429470,73676,111,73,60,196,56,0,0,20,11,78
3844,1,26990336596,26990337373,26990501210,26990670272,26990670495,432666,82302,111,73,60,196,56,0,0,20,11,78
3903,1,26990308578,26990309355,26990501210,26990673468,26990673691,435862,96311,111,73,60,196,56,0,0,20,11,78
3880,1,26990325821,26990326598,26990501210,26990676661,26990676884,439055,87690,111,73,60,196,56,0,0,20,11,78
3907,1,26990356000,26990356777,26990501210,26990679897,26990680120,442291,72601,111,73,60,196,56,0,0,20,11,78
3932,1,26990343059,26990343836,26990501210,26990683093,26990683316,445487,79071,111,73,60,196,56,0,0,20,11,78
3856,1,26990315046,26990315823,26990501210,26990686289,26990686512,448683,93077,111,73,60,196,56,0,0,20,11,78
3871,1,26990330138,26990330915,26990501210,26990689479,26990689702,451873,85531,111,73,60,196,56,0,0,20,11,78
3946,1,26990358156,26990358933,26990501210,26990692675,26990692898,455069,71523,111,73,60,196,56,0,0,20,11,78
3931,1,26990345215,26990345992,26990501210,26990695871,26990696094,458265,77993,111,73,60,196,56,0,0,20,11,78
3910,1,26990321504,26990322281,26990501210,26990699067,26990699290,461461,89848,111,73,60,196,56,0,0,20,11,78
3893,1,26990338747,26990339524,26990501210,26990702263,26990702486,464657,81227,111,73,60,196,56,0,0,20,11,78
3918,1,26990360312,26990361089,26990501210,26990705499,26990705722,467893,70445,111,73,60,196,56,0,0,20,11,78
3912,1,26990347371,26990348148,26990501210,26990708724,26990708947,471118,76915,111,73,60,196,56,0,0,20,11,78
3919,1,26990332289,26990333066,26990501210,26990711960,26990712183,474354,84456,111,73,60,196,56,0,0,20,11,78
3848,1,26990349532,26990350309,26990501210,26990715156,26990715379,477550,75835,111,73,60,196,56,0,0,20,11,78
3849,1,26990373248,26990374025,26990501210,26990718421,26990718644,480815,63977,111,73,60,196,56,0,0,20,11,78
3929,1,26990351688,26990352465,26990501210,26990721617,26990721840,484011,74757,111,73,60,196,56,0,0,20,11,78
3895,1,26990334440,26990335217,26990501210,26990724813,26990725036,487207,83380,111,73,60,196,56,0,0,20,11,78
3845,1,26990362463,26990363240,26990501210,26990728009,26990728232,490403,69370,111,73,60,196,56,0,0,20,11,78
3904,1,26990377555,26990378332,26990501210,26990731274,26990731497,493668,61824,111,73,60,196,56,0,0,20,11,78
3921,1,26990375404,26990376181,26990501210,26990734470,26990734693,496864,62899,111,73,60,196,56,0,0,20,11,78
3891,1,26990340908,26990341685,26990501210,26990737695,26990737918,500089,80146,111,73,60,196,56,0,0,20,11,78
3926,1,26990364619,26990365396,26990501210,26990740891,26990741114,503285,68292,111,73,60,196,56,0,0,20,11,78
3864,1,26990379711,26990380488,26990501210,26990744116,26990744339,506510,60746,111,73,60,196,56,0,0,20,11,78
3939,1,26990381867,26990382644,26990501210,26990747387,26990747610,509781,59668,111,73,60,196,56,0,0,20,11,78
3922,1,26990366780,26990367557,26990501210,26990750612,26990750835,513006,67211,111,73,60,196,56,0,0,20,11,78
3881,1,26990368941,26990369718,26990501210,26990753808,26990754031,516202,66131,111,73,60,196,56,0,0,20,11,78
3948,1,26990386184,26990386961,26990501210,26990757004,26990757227,519398,57510,111,73,60,196,56,0,0,20,11,78
3840,1,26990384023,26990384800,26990501210,26990760200,26990760423,522594,58590,111,73,60,196,56,0,0,20,11,78
3963,1,26990424962,26990425739,26990501210,26990763396,26990763619,525790,38122,111,73,60,196,56,0,0,20,11,78
3935,1,26990371097,26990371874,26990501210,26990766632,26990766855,529026,65053,111,73,60,196,56,0,0,20,11,78
3866,1,26990396959,26990397736,26990501210,26990769825,26990770048,532219,52122,111,73,60,196,56,0,0,20,11,78
3870,1,26990390501,26990391278,26990501210,26990773096,26990773319,535490,55351,111,73,60,196,56,0,0,20,11,78
3841,1,26990431430,26990432207,26990501210,26990776292,26990776515,538686,34888,111,73,60,196,56,0,0,20,11,78
3874,1,26990388345,26990389122,26990501210,26990779485,26990779708,541879,56429,111,73,60,196,56,0,0,20,11,78
3925,1,26990399110,26990399887,26990501210,26990782681,26990782904,545075,51047,111,73,60,196,56,0,0,20,11,78
3941,1,26990394803,26990395580,26990501210,26990785952,26990786175,548346,53200,111,73,60,196,56,0,0,20,11,78
3920,1,26990433581,26990434358,26990501210,26990789145,26990789368,551539,33812,111,73,60,196,56,0,0,20,11,78
3860,1,26990392652,26990393429,26990501210,26990792341,26990792564,554735,54276,111,73,60,196,56,0,0,20,11,78
3906,1,26990407719,26990408496,26990501210,26990795537,26990795760,557931,46743,111,73,60,196,56,0,0,20,11,78
3915,1,26990403412,26990404189,26990501210,26990798733,26990798956,561127,48896,111,73,60,196,56,0,0,20,11,78
3953,1,26990444356,26990445133,26990501210,26990801929,26990802152,564323,28425,111,73,60,196,56,0,0,20,11,78
3944,1,26990401261,26990402038,26990501210,26990805125,26990805348,567519,49972,111,73,60,196,56,0,0,20,11,78
3956,1,26990409875,26990410652,26990501210,26990808361,26990808584,570755,45665,111,73,60,196,56,0,0,20,11,78
3855,1,26990405563,26990406340,26990501210,26990811639,26990811862,574033,47821,111,73,60,196,56,0,0,20,11,78
3933,1,26990448663,26990449440,26990501210,26990814835,26990815058,577229,26272,111,73,60,196,56,0,0,20,11,78
3852,1,26990420655,26990421432,26990501210,26990818113,26990818336,580507,40275,111,73,60,196,56,0,0,20,11,78
3886,1,26990412031,26990412808,26990501210,26990821391,26990821614,583785,44587,111,73,60,196,56,0,0,20,11,78
3888,1,26990414187,26990414964,26990501210,26990824656,26990824879,587050,43509,111,73,60,196,56,0,0,20,11,78
3894,1,26990450819,26990451596,26990501210,26990827852,26990828075,590246,25194,111,73,60,196,56,0,0,20,11,78
3911,1,26990442200,26990442977,26990501210,26990831074,26990831297,593468,29503,111,73,60,196,56,0,0,20,11,78
3960,1,26990418499,26990419276,26990501210,26990834316,26990834539,596710,41353,111,73,60,196,56,0,0,20,11,78
3879,1,26990416343,26990417120,26990501210,26990837512,26990837735,599906,42431,111,73,60,196,56,0,0,20,11,78
3936,1,26990457287,26990458064,26990501210,26990840761,26990840984,603155,21960,111,73,60,196,56,0,0,20,11,78
3957,1,26990455131,26990455908,26990501210,26990843957,26990844180,606351,23038,111,73,60,196,56,0,0,20,11,78
3930,1,26990429274,26990430051,26990501210,26990847153,26990847376,609547,35966,111,73,60,196,56,0,0,20,11,78
3859,1,26990422811,26990423588,26990501210,26990850431,26990850654,612825,39197,111,73,60,196,56,0,0,20,11,78
3952,1,26990461594,26990462371,26990501210,26990853627,26990853850,616021,19807,111,73,60,196,56,0,0,20,11,78
3875,1,26990459438,26990460215,26990501210,26990856905,26990857128,619299,20884,111,73,60,196,56,0,0,20,11,78
3937,1,26990435737,26990436514,26990501210,26990860101,26990860324,622495,32734,111,73,60,196,56,0,0,20,11,78
3850,1,26990427118,26990427895,26990501210,26990863373,26990863596,625767,37044,111,73,60,196,56,0,0,20,11,78
3877,1,26990474535,26990475312,26990501210,26990866566,26990866789,628960,13336,111,73,60,196,56,0,0,20,11,78
3854,1,26990463745,26990464522,26990501210,26990869815,26990870038,632209,18731,111,73,60,196,56,0,0,20,11,78
3897,1,26990440049,26990440826,26990501210,26990873093,26990873316,635487,30578,111,73,60,196,56,0,0,20,11,78
3928,1,26990437893,26990438670,26990501210,26990876289,26990876512,638683,31656,111,73,60,196,56,0,0,20,11,78
3967,1,26990476686,26990477463,26990501210,26990879485,26990879708,641879,12261,111,73,60,196,56,0,0,20,11,78
3862,1,26990480993,26990481770,26990501210,26990882681,26990882904,645075,10107,111,73,60,196,56,0,0,20,11,78
3913,1,26990478842,26990479619,26990501210,26990885877,26990886100,648271,11183,111,73,60,196,56,0,0,20,11,78
3927,1,26990446517,26990447294,26990501210,26990889067,26990889290,651461,27345,111,73,60,196,56,0,0,20,11,78
3955,1,26990483149,26990483926,26990501210,26990892263,26990892486,654657,9030,111,73,60,196,56,0,0,20,11,78
3839,1,26990487456,26990488233,26990501210,26990895456,26990895679,657850,6876,111,73,60,196,56,0,0,20,11,78
3958,1,26990485305,26990486082,26990501210,26990898652,26990898875,661046,7952,111,73,60,196,56,0,0,20,11,78
3861,1,26990452975,26990453752,26990501210,26990901934,26990902157,664328,24116,111,73,60,196,56,0,0,20,11,78
3965,1,26990489605,26990490382,26990501210,26990905130,26990905357,667524,5802,113,73,60,196,56,0,0,20,11,80
3868,1,26990465906,26990466683,26990501210,26990908416,26990908639,670810,17651,111,73,60,196,56,0,0,20,11,78
3962,1,26990468062,26990468839,26990501210,26990911698,26990911921,674092,16573,111,73,60,196,56,0,0,20,11,78
3945,1,26990470218,26990470995,26990501210,26990914891,26990915114,677285,15495,111,73,60,196,56,0,0,20,11,78
3878,1,26990472379,26990473156,26990501210,26990918077,26990918304,680471,14414,113,73,60,196,56,0,0,20,11,80
190,0,26991190429,26991191252,26991191372,26991193143,26991193370,409,471,113,73,261,19,56,31,18,20,11,80
190,0,26991197639,26991198462,26991198582,26991200353,26991200580,409,471,113,73,261,19,56,31,18,20,11,80
