cid,qid,t_start,t_sqe_copy,t_doorbell,t_completion,t_end,t_poll_cycles,submit_ns,completion_ns,submit_preamble_ns,tracker_alloc_ns,addr_xlate_ns,cmd_construct_ns,fence_ns,doorbell_ns,cqe_detect_ns,tracker_lookup_ns,state_dealloc_ns
191,0,13109441264,13109528551,13109528671,13109533687,13109533914,724,43701,113,73,21509,22001,56,31,18,20,11,80
191,0,13109775532,13109776355,13109776475,13109778407,13109800981,412,471,11286,73,261,19,56,31,18,20,11,11253
191,0,13109805603,13109806426,13109806546,13109808484,13109808711,412,471,113,73,261,19,56,31,18,20,11,80
191,0,13109982848,13109983974,13109984094,13109989118,13109989345,724,622,113,73,261,170,56,31,18,20,11,80
191,0,13110041292,13110042418,13110042538,13110047559,13110047786,724,622,113,73,261,170,56,31,18,20,11,80
190,0,13118925803,13118926626,13118926746,13118930746,13118930973,3349,471,113,73,261,19,56,31,18,20,11,80
3965,1,15119080107,15119080884,15119092993,15119110264,15119110487,37578,6442,111,73,60,196,56,0,0,20,11,78
3954,1,15119051806,15119052583,15119069086,15119113404,15119113627,66134,8639,111,73,60,196,56,0,0,20,11,78
3959,1,15119095385,15119096162,15119107949,15119116547,15119116770,20702,6281,111,73,60,196,56,0,0,20,11,78
3967,1,15119101857,15119102634,15119107949,15119119557,15119119780,23712,3045,111,73,60,196,56,0,0,20,11,78
3958,1,15119099708,15119100485,15119107949,15119122753,15119122976,26908,4120,111,73,60,196,56,0,0,20,11,78
3951,1,15119056114,15119056891,15119069086,15119125890,15119126113,78620,6485,111,73,60,196,56,0,0,20,11,78
3966,1,15119097539,15119098316,15119107949,15119129083,15119129306,33238,5204,111,73,60,196,56,0,0,20,11,78
3953,1,15119104026,15119104803,15119107949,15119132279,15119132502,36434,1961,111,73,60,196,56,0,0,20,11,78
3963,1,15119058265,15119059042,15119069086,15119135475,15119135698,88205,5410,111,73,60,196,56,0,0,20,11,78
3962,1,15119106175,15119106952,15119107949,15119138668,15119138895,42823,886,113,73,60,196,56,0,0,20,11,80
3960,1,15119071486,15119072263,15119092993,15119141858,15119142081,69172,10752,111,73,60,196,56,0,0,20,11,78
3964,1,15119082251,15119083028,15119092993,15119145057,15119145280,72371,5370,111,73,60,196,56,0,0,20,11,78
3955,1,15119084420,15119085197,15119092993,15119151509,15119151732,78192,4286,111,73,60,196,56,0,0,20,11,78
3956,1,15119086571,15119087348,15119092993,15119158563,15119158786,82331,3210,111,73,60,196,56,0,0,20,11,78
3961,1,15119088722,15119089499,15119092993,15119166325,15119166548,86607,2135,111,73,60,196,56,0,0,20,11,78
3957,1,15119090871,15119091648,15119092993,15119174113,15119174340,90909,1060,113,73,60,196,56,0,0,20,11,80
190,0,15119356399,15119357222,15119357342,15119359113,15119359340,409,471,113,73,261,19,56,31,18,20,11,80
190,0,15119363609,15119364432,15119364552,15119366323,15119366550,409,471,113,73,261,19,56,31,18,20,11,80
