cid,qid,t_start,t_sqe_copy,t_doorbell,t_completion,t_end,t_poll_cycles,submit_ns,completion_ns,submit_preamble_ns,tracker_alloc_ns,addr_xlate_ns,cmd_construct_ns,fence_ns,doorbell_ns,cqe_detect_ns,tracker_lookup_ns,state_dealloc_ns
191,0,17061160732,17061247689,17061247809,17061252825,17061253052,724,43536,113,73,21426,21918,56,31,18,20,11,80
191,0,17061482521,17061483344,17061483464,17061485396,17061507970,412,471,11286,73,261,19,56,31,18,20,11,11253
191,0,17061512592,17061513415,17061513535,17061515473,17061515700,412,471,113,73,261,19,56,31,18,20,11,80
191,0,17061678666,17061679792,17061679912,17061684936,17061685163,724,622,113,73,261,170,56,31,18,20,11,80
191,0,17061734998,17061736124,17061736244,17061741265,17061741492,724,622,113,73,261,170,56,31,18,20,11,80
190,0,17069377377,17069378200,17069378320,17069382320,17069382547,3349,471,113,73,261,19,56,31,18,20,11,80
3950,1,19069518900,19069519677,19069544387,19069620782,19069621005,141002,12742,111,73,60,196,56,0,0,20,11,78
3947,1,19069521056,19069528548,19069544387,19069623968,19069624191,144188,11664,111,73,60,3554,56,0,0,20,11,78
3935,1,19069548107,19069548884,19069549446,19069627177,19069627400,76497,669,111,73,60,196,56,0,0,20,11,78
3945,1,19069555932,19069556709,19069617915,19069630320,19069630543,76084,30989,111,73,60,196,56,0,0,20,11,78
3939,1,19069560237,19069561014,19069617915,19069633516,19069633739,79280,28837,111,73,60,196,56,0,0,20,11,78
3964,1,19069566718,19069567495,19069617915,19069636709,19069636932,82473,25597,111,73,60,196,56,0,0,20,11,78
3946,1,19069553771,19069554548,19069617915,19069639852,19069640075,85616,32070,111,73,60,196,56,0,0,20,11,78
3953,1,19069564562,19069565339,19069617915,19069643048,19069643271,88812,26675,111,73,60,196,56,0,0,20,11,78
3937,1,19069568867,19069569644,19069617915,19069646244,19069646467,92008,24522,111,73,60,196,56,0,0,20,11,78
3941,1,19069594738,19069595515,19069617915,19069649440,19069649663,95204,11587,111,73,60,196,56,0,0,20,11,78
3958,1,19069558088,19069558865,19069617915,19069652636,19069652859,98400,29912,111,73,60,196,56,0,0,20,11,78
3959,1,19069575348,19069576125,19069617915,19069655832,19069656055,101596,21282,111,73,60,196,56,0,0,20,11,78
3942,1,19069577497,19069578274,19069617915,19069659057,19069659280,104821,20207,111,73,60,196,56,0,0,20,11,78
3938,1,19069599050,19069599827,19069617915,19069662253,19069662476,108017,9432,111,73,60,196,56,0,0,20,11,78
3965,1,19069562406,19069563183,19069617915,19069665449,19069665672,111213,27753,111,73,60,196,56,0,0,20,11,78
3955,1,19069579666,19069580443,19069617915,19069668645,19069668868,114409,19123,111,73,60,196,56,0,0,20,11,78
3960,1,19069571036,19069571813,19069617915,19069671838,19069672061,117602,23438,111,73,60,196,56,0,0,20,11,78
3944,1,19069581817,19069582594,19069617915,19069674978,19069675201,120742,18048,111,73,60,196,56,0,0,20,11,78
3951,1,19069573197,19069573974,19069617915,19069678168,19069678391,123932,22357,111,73,60,196,56,0,0,20,11,78
3957,1,19069586129,19069586906,19069617915,19069681358,19069681581,127122,15892,111,73,60,196,56,0,0,20,11,78
3967,1,19069583973,19069584750,19069617915,19069684554,19069684777,130318,16970,111,73,60,196,56,0,0,20,11,78
3963,1,19069588280,19069589057,19069617915,19069687750,19069687973,133514,14816,111,73,60,196,56,0,0,20,11,78
3948,1,19069590436,19069591213,19069617915,19069690757,19069690980,136521,13738,111,73,60,196,56,0,0,20,11,78
3949,1,19069592587,19069593364,19069617915,19069693950,19069694173,139714,12663,111,73,60,196,56,0,0,20,11,78
3956,1,19069596889,19069597666,19069617915,19069697143,19069697366,142907,10512,111,73,60,196,56,0,0,20,11,78
3966,1,19069601199,19069601976,19069617915,19069700336,19069700559,146100,8357,111,73,60,196,56,0,0,20,11,78
3936,1,19069603368,19069604145,19069617915,19069703529,19069703752,149293,7273,111,73,60,196,56,0,0,20,11,78
3961,1,19069607668,19069608445,19069617915,19069706725,19069706948,152489,5123,111,73,60,196,56,0,0,20,11,78
3954,1,19069605524,19069606301,19069617915,19069709918,19069710141,155682,6195,111,73,60,196,56,0,0,20,11,78
3962,1,19069609842,19069610619,19069617915,19069713111,19069713334,158875,4036,111,73,60,196,56,0,0,20,11,78
3952,1,19069614142,19069614919,19069617915,19069716307,19069716534,162071,1886,113,73,60,196,56,0,0,20,11,80
3940,1,19069611993,19069612770,19069617915,19069719497,19069719724,165261,2960,113,73,60,196,56,0,0,20,11,80
190,0,19069912334,19069913157,19069913277,19069915048,19069915275,409,471,113,73,261,19,56,31,18,20,11,80
190,0,19069919544,19069920367,19069920487,19069922258,19069922485,409,471,113,73,261,19,56,31,18,20,11,80
