cid,qid,t_start,t_sqe_copy,t_doorbell,t_completion,t_end,t_poll_cycles,submit_ns,completion_ns,submit_preamble_ns,tracker_alloc_ns,addr_xlate_ns,cmd_construct_ns,fence_ns,doorbell_ns,cqe_detect_ns,tracker_lookup_ns,state_dealloc_ns
191,0,17093198774,17093290375,17093290495,17093295515,17093295750,724,45858,117,73,22586,23077,60,31,18,20,11,84
191,0,17093535273,17093536117,17093536237,17093538171,17093560753,412,481,11290,73,264,22,60,31,18,20,11,11257
191,0,17093565375,17093566219,17093566339,17093568279,17093568514,412,481,117,73,264,22,60,31,18,20,11,84
191,0,17093738179,17093739326,17093739446,17093744474,17093744709,724,633,117,73,264,174,60,31,18,20,11,84
191,0,17093798316,17093799463,17093799583,17093804608,17093804843,724,633,117,73,264,174,60,31,18,20,11,84
190,0,17102714945,17102715789,17102715909,17102719917,17102720152,3378,481,117,73,264,22,60,31,18,20,11,84
3274,1,19102826339,19102826707,19102826741,19102952846,19102953055,1734188704,200,104,73,61,0,65,0,0,20,11,71
3176,1,19102834193,19102834561,19102834595,19102956001,19102956210,1734191859,200,104,73,61,0,65,0,0,20,11,71
2818,1,19102920952,19102921320,19102921354,19102959165,19102959374,1734195023,200,104,73,61,0,65,0,0,20,11,71
3563,1,19102927821,19102928189,19102928223,19102962329,19102962538,1734198187,200,104,73,61,0,65,0,0,20,11,71
3034,1,19102828049,19102828417,19102828451,19102965307,19102965516,1734201165,200,104,73,61,0,65,0,0,20,11,71
3144,1,19102835910,19102836278,19102836312,19102968471,19102968680,1734204329,200,104,73,61,0,65,0,0,20,11,71
3150,1,19102932960,19102933328,19102933362,19102971582,19102971791,1734207440,200,104,73,61,0,65,0,0,20,11,71
3246,1,19102929533,19102929901,19102929935,19102974693,19102974902,1734210551,200,104,73,61,0,65,0,0,20,11,71
3110,1,19102845872,19102846240,19102846274,19102977857,19102978066,1734213715,200,104,73,61,0,65,0,0,20,11,71
3492,1,19102844155,19102844523,19102844557,19102981021,19102981230,1734216879,200,104,73,61,0,65,0,0,20,11,71
3253,1,19102934690,19102935058,19102935092,19102984185,19102984394,1734220043,200,104,73,61,0,65,0,0,20,11,71
3286,1,19102931250,19102931618,19102931652,19102987343,19102987552,1734223201,200,104,73,61,0,65,0,0,20,11,71
3181,1,19102850596,19102850964,19102850998,19102990507,19102990716,1734226365,200,104,73,61,0,65,0,0,20,11,71
3212,1,19102877274,19102877642,19102877676,19102993618,19102993827,1734229476,200,104,73,61,0,65,0,0,20,11,71
2576,1,19102936407,19102936775,19102936809,19102996779,19102996988,1734232637,200,104,73,61,0,65,0,0,20,11,71
3400,1,19102854025,19102854393,19102854427,19102999943,19103000152,1734235801,200,104,73,61,0,65,0,0,20,11,71
3402,1,19102880701,19102881069,19102881103,19103003104,19103003313,1734238962,200,104,73,61,0,65,0,0,20,11,71
3296,1,19102867317,19102867685,19102867719,19103006268,19103006477,1734242126,200,104,73,61,0,65,0,0,20,11,71
3020,1,19102893475,19102893843,19102893877,19103009432,19103009641,1734245290,200,104,73,61,0,65,0,0,20,11,71
2944,1,19102878991,19102879359,19102879393,19103012596,19103012805,1734248454,200,104,73,61,0,65,0,0,20,11,71
2902,1,19102895192,19102895560,19102895594,19103015760,19103015969,1734251618,200,104,73,61,0,65,0,0,20,11,71
3388,1,19102896909,19102897277,19102897311,19103018921,19103019130,1734254779,200,104,73,61,0,65,0,0,20,11,71
3395,1,19102912362,19102912730,19102912764,19103022085,19103022294,1734257943,200,104,73,61,0,65,0,0,20,11,71
3369,1,19102900338,19102900706,19102900740,19103025249,19103025458,1734261107,200,104,73,61,0,65,0,0,20,11,71
3061,1,19102915791,19102916159,19102916193,19103028442,19103028651,1734264300,200,104,73,61,0,65,0,0,20,11,71
3115,1,19102905494,19102905862,19102905896,19103031603,19103031812,1734267461,200,104,73,61,0,65,0,0,20,11,71
3141,1,19102939831,19102940199,19102940233,19103034767,19103034976,1734270625,200,104,73,61,0,65,0,0,20,11,71
2771,1,19102907211,19102907579,19102907613,19103037928,19103038137,1734273786,200,104,73,61,0,65,0,0,20,11,71
2672,1,19102910645,19102911013,19102911047,19103041089,19103041298,1734276947,200,104,73,61,0,65,0,0,20,11,71
3043,1,19102926109,19102926477,19102926511,19103044243,19103044452,1734280101,200,104,73,61,0,65,0,0,20,11,71
3129,1,19102938119,19102938487,19102938521,19103047417,19103047626,1734283275,200,104,73,61,0,65,0,0,20,11,71
3140,1,19102941541,19102941909,19102941943,19103050574,19103050783,1734286432,200,104,73,61,0,65,0,0,20,11,71
190,0,19103248897,19103249741,19103249861,19103251634,19103251869,409,481,117,73,264,22,60,31,18,20,11,84
190,0,19103256144,19103256988,19103257108,19103258881,19103259116,409,481,117,73,264,22,60,31,18,20,11,84
