cid,qid,t_start,t_sqe_copy,t_doorbell,t_completion,t_end,t_poll_cycles,submit_ns,completion_ns,submit_preamble_ns,tracker_alloc_ns,addr_xlate_ns,cmd_construct_ns,fence_ns,doorbell_ns,cqe_detect_ns,tracker_lookup_ns,state_dealloc_ns
191,0,21044923186,21045006770,21045006890,21045011910,21045012145,724,41849,117,73,20721,20933,60,31,18,20,11,84
191,0,21045245283,21045246127,21045246247,21045248181,21045270763,412,481,11290,73,264,22,60,31,18,20,11,11257
191,0,21045275385,21045276229,21045276349,21045278289,21045278524,412,481,117,73,264,22,60,31,18,20,11,84
191,0,21045462968,21045464115,21045464235,21045469263,21045469498,724,633,117,73,264,174,60,31,18,20,11,84
191,0,21045538833,21045539980,21045540100,21045545125,21045545360,724,633,117,73,264,174,60,31,18,20,11,84
190,0,21054404290,21054405134,21054405254,21054409262,21054409497,3378,481,117,73,264,22,60,31,18,20,11,84
513,1,23054544697,23054545065,23054545099,23054584501,23054584710,1775616858,200,104,73,61,0,65,0,0,20,11,71
2168,1,23054272512,23054272880,23054272914,23054587662,23054587871,1775620019,200,104,73,61,0,65,0,0,20,11,71
2570,1,23054574567,23054574935,23054574969,23054590820,23054591029,1775623177,200,104,73,61,0,65,0,0,20,11,71
1008,1,23054480053,23054480421,23054480455,23054593984,23054594193,1775626341,200,104,73,61,0,65,0,0,20,11,71
1039,1,23054548136,23054548504,23054548538,23054597148,23054597357,1775629505,200,104,73,61,0,65,0,0,20,11,71
116,1,23054274224,23054274592,23054274626,23054600312,23054600521,1775632669,200,104,73,61,0,65,0,0,20,11,71
757,1,23054481768,23054482136,23054482170,23054603476,23054603685,1775635833,200,104,73,61,0,65,0,0,20,11,71
1078,1,23054549846,23054550214,23054550248,23054606640,23054606849,1775638997,200,104,73,61,0,65,0,0,20,11,71
1018,1,23054275936,23054276304,23054276338,23054609804,23054610013,1775642161,200,104,73,61,0,65,0,0,20,11,71
54,1,23054504458,23054504826,23054504860,23054612968,23054613177,1775645325,200,104,73,61,0,65,0,0,20,11,71
1821,1,23054554674,23054555042,23054555076,23054616132,23054616341,1775648489,200,104,73,61,0,65,0,0,20,11,71
652,1,23054282805,23054283173,23054283207,23054619293,23054619502,1775651650,200,104,73,61,0,65,0,0,20,11,71
11,1,23054530179,23054530547,23054530581,23054622486,23054622695,1775654843,200,104,73,61,0,65,0,0,20,11,71
1195,1,23054558101,23054558469,23054558503,23054625650,23054625859,1775658007,200,104,73,61,0,65,0,0,20,11,71
132,1,23054286227,23054286595,23054286629,23054628814,23054629023,1775661171,200,104,73,61,0,65,0,0,20,11,71
875,1,23054531897,23054532265,23054532299,23054631925,23054632134,1775664282,200,104,73,61,0,65,0,0,20,11,71
1445,1,23054579713,23054580081,23054580115,23054635089,23054635298,1775667446,200,104,73,61,0,65,0,0,20,11,71
768,1,23054307295,23054307663,23054307697,23054638293,23054638502,1775670650,200,104,73,61,0,65,0,0,20,11,71
1222,1,23054537061,23054537429,23054537463,23054641268,23054641477,1775673625,200,104,73,61,0,65,0,0,20,11,71
410,1,23054581428,23054581796,23054581830,23054644379,23054644588,1775676736,200,104,73,61,0,65,0,0,20,11,71
2222,1,23054309005,23054309373,23054309407,23054647543,23054647752,1775679900,200,104,73,61,0,65,0,0,20,11,71
1699,1,23054542980,23054543348,23054543382,23054650707,23054650916,1775683064,200,104,73,61,0,65,0,0,20,11,71
658,1,23054310735,23054311103,23054311137,23054653900,23054654109,1775686257,200,104,73,61,0,65,0,0,20,11,71
221,1,23054566147,23054566515,23054566549,23054657011,23054657220,1775689368,200,104,73,61,0,65,0,0,20,11,71
1575,1,23054314164,23054314532,23054314566,23054660175,23054660384,1775692532,200,104,73,61,0,65,0,0,20,11,71
312,1,23054319311,23054319679,23054319713,23054663369,23054663578,1775695726,200,104,73,61,0,65,0,0,20,11,71
479,1,23054321023,23054321391,23054321425,23054672656,23054672865,1775704367,200,104,73,61,0,65,0,0,20,11,71
859,1,23054326162,23054326530,23054326564,23054675813,23054676022,1775707524,200,104,73,61,0,65,0,0,20,11,71
1992,1,23054333849,23054334217,23054334251,23054682983,23054683192,1775711293,200,104,73,61,0,65,0,0,20,11,71
548,1,23054343821,23054344189,23054344223,23054686209,23054686418,1775714519,200,104,73,61,0,65,0,0,20,11,71
71,1,23054355814,23054356182,23054356216,23054699041,23054699250,1775718419,200,104,73,61,0,65,0,0,20,11,71
1554,1,23054359268,23054359636,23054359670,23054702195,23054702404,1775721573,200,104,73,61,0,65,0,0,20,11,71
1038,1,23054362697,23054363065,23054363099,23054715062,23054715271,1775725508,200,104,73,61,0,65,0,0,20,11,71
1117,1,23054366119,23054366487,23054366521,23054718216,23054718425,1775728662,200,104,73,61,0,65,0,0,20,11,71
1616,1,23054377029,23054377397,23054377431,23054731054,23054731263,1775732568,200,104,73,61,0,65,0,0,20,11,71
1161,1,23054378739,23054379107,23054379141,23054734211,23054734420,1775735725,200,104,73,61,0,65,0,0,20,11,71
1453,1,23054382513,23054382881,23054382915,23054747124,23054747333,1775739706,200,104,73,61,0,65,0,0,20,11,71
503,1,23054389379,23054389747,23054389781,23054750281,23054750490,1775742863,200,104,73,61,0,65,0,0,20,11,71
1591,1,23054406436,23054406804,23054406838,23054763089,23054763298,1775746739,200,104,73,61,0,65,0,0,20,11,71
1646,1,23054412964,23054413332,23054413366,23054766246,23054766455,1775749896,200,104,73,61,0,65,0,0,20,11,71
2724,1,23054414681,23054415049,23054415083,23054779084,23054779293,1775753802,200,104,73,61,0,65,0,0,20,11,71
541,1,23054418105,23054418473,23054418507,23054782281,23054782490,1775756999,200,104,73,61,0,65,0,0,20,11,71
319,1,23054437740,23054438108,23054438142,23054795201,23054795410,1775760987,200,104,73,61,0,65,0,0,20,11,71
1226,1,23054439457,23054439825,23054439859,23054798355,23054798564,1775764141,200,104,73,61,0,65,0,0,20,11,71
714,1,23054441169,23054441537,23054441571,23054811193,23054811402,1775768047,200,104,73,61,0,65,0,0,20,11,71
181,1,23054444608,23054444976,23054445010,23054814432,23054814641,1775771286,200,104,73,61,0,65,0,0,20,11,71
1261,1,23054456613,23054456981,23054457015,23054827270,23054827479,1775775192,200,104,73,61,0,65,0,0,20,11,71
3851,1,23054476624,23054476992,23054477026,23054830427,23054830636,1775778349,200,104,73,61,0,65,0,0,20,11,71
294,1,23054478341,23054478709,23054478743,23054843265,23054843474,1775782255,200,104,73,61,0,65,0,0,20,11,71
421,1,23054483503,23054483871,23054483905,23054846422,23054846631,1775785412,200,104,73,61,0,65,0,0,20,11,71
471,1,23054493823,23054494191,23054494225,23054859260,23054859469,1775789318,200,104,73,61,0,65,0,0,20,11,71
1092,1,23054497262,23054497630,23054497664,23054862417,23054862626,1775792475,200,104,73,61,0,65,0,0,20,11,71
665,1,23054513366,23054513734,23054513768,23054875151,23054875360,1775796313,200,104,73,61,0,65,0,0,20,11,71
1073,1,23054516795,23054517163,23054517197,23054878308,23054878517,1775799470,200,104,73,61,0,65,0,0,20,11,71
1822,1,23054520222,23054520590,23054520624,23054891146,23054891355,1775803376,200,104,73,61,0,65,0,0,20,11,71
966,1,23054526762,23054527130,23054527164,23054894356,23054894565,1775806586,200,104,73,61,0,65,0,0,20,11,71
887,1,23054538776,23054539144,23054539178,23054907191,23054907400,1775810489,200,104,73,61,0,65,0,0,20,11,71
930,1,23054546414,23054546782,23054546816,23054910424,23054910633,1775813722,200,104,73,61,0,65,0,0,20,11,71
1518,1,23054552957,23054553325,23054553359,23054923171,23054923380,1775817573,200,104,73,61,0,65,0,0,20,11,71
3110,1,23054556391,23054556759,23054556793,23054926328,23054926537,1775820730,200,104,73,61,0,65,0,0,20,11,71
332,1,23054564435,23054564803,23054564837,23054939249,23054939458,1775824719,200,104,73,61,0,65,0,0,20,11,71
775,1,23054567859,23054568227,23054568261,23054942403,23054942612,1775827873,200,104,73,61,0,65,0,0,20,11,71
831,1,23054576279,23054576647,23054576681,23054955255,23054955464,1775831793,200,104,73,61,0,65,0,0,20,11,71
1923,1,23054577996,23054578364,23054578398,23054958403,23054958612,1775834941,200,104,73,61,0,65,0,0,20,11,71
190,0,23055145700,23055146544,23055146664,23055148437,23055148672,409,481,117,73,264,22,60,31,18,20,11,84
190,0,23055152947,23055153791,23055153911,23055155684,23055155919,409,481,117,73,264,22,60,31,18,20,11,84
